Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,City,Weather,Temperature,Humidity,Occasion,Cluster Labels,Segment
chinese,male,thin,53,yes,young,big,orange,formal,black,short_sleeve,orange,long,clothes,W4,D8,no,50,5,12.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
indian,female,moderate,41,yes,toddler,small,black,formal,blue,short_sleeve,blue,short,blankets,W5,D10,yes,22,2,17.0,2,Shah Alam,Passing clouds,29,75,Normal Day,0,First
malay,female,moderate,40,yes,young,big,red,formal,white,long sleeve,black,short,clothes,W3,D8,no,25,1,9.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,0,First
chinese,female,fat,32,yes,toddler,big,pink,formal,yellow,short_sleeve,black,long,blankets,W5,D10,no,43,4,10.0,1,Ampang,Passing clouds,29,75,Normal Day,1,Second
chinese,female,thin,28,yes,toddler,big,white,formal,black,long sleeve,orange,short,clothes,W6,D9,yes,28,1,9.0,1,Kuala Lumpur,Passing clouds,29,75,Normal Day,2,Third
indian,male,thin,39,yes,young,small,black,formal,black,short_sleeve,blue,long,blankets,W5,D9,yes,58,2,20.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
malay,male,fat,18,yes,toddler,big,orange,casual,black,long sleeve,blue,short,blankets,W6,D10,no,20,2,16.0,3,Petaling,Passing clouds,29,75,Normal Day,2,Third
indian,male,moderate,58,yes,young,big,black,formal,purple,long sleeve,black,long,clothes,W6,D7,no,37,3,9.0,2,Ampang,Passing clouds,29,75,Normal Day,0,First
foreigner,male,fat,58,yes,toddler,big,black,casual,pink,short_sleeve,purple,long,blankets,W4,D9,no,44,2,8.0,2,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
malay,female,thin,32,yes,young,small,blue,formal,red,short_sleeve,pink,long,clothes,W6,D9,no,52,0,8.0,2,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
chinese,female,moderate,33,yes,toddler,big,white,casual,white,long sleeve,white,long,clothes,W6,D8,no,45,3,21.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
chinese,female,moderate,21,yes,baby,small,green,casual,orange,long sleeve,blue,long,blankets,W6,D7,yes,59,1,12.0,2,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
foreigner,male,fat,50,yes,toddler,small,green,formal,red,long sleeve,blue,short,clothes,W3,D7,yes,26,0,17.0,1,Petaling,Passing clouds,29,75,Normal Day,0,First
foreigner,female,fat,48,no,no_kids,small,grey,casual,red,long sleeve,blue,long,clothes,W3,D9,no,58,4,11.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
foreigner,male,fat,55,yes,toddler,big,blue,traditional,white,short_sleeve,blue,long,clothes,W5,D8,no,34,4,15.0,1,Kuala Lumpur,Passing clouds,29,75,Normal Day,0,First
indian,female,fat,19,yes,toddler,small,red,formal,white,long sleeve,orange,long,clothes,W5,D9,no,33,3,11.0,2,Ampang,Passing clouds,29,75,Normal Day,2,Third
chinese,female,thin,51,yes,toddler,big,red,traditional,white,long sleeve,grey,long,clothes,W4,D10,yes,11,0,19.0,3,Petaling,Passing clouds,29,75,Normal Day,0,First
indian,female,fat,53,yes,toddler,big,brown,traditional,purple,long sleeve,blue,short,clothes,W6,D9,no,56,0,8.0,3,Shah Alam,Passing clouds,29,75,Normal Day,1,Second
malay,male,fat,46,yes,baby,small,black,formal,yellow,short_sleeve,blue,long,blankets,W4,D8,yes,39,1,7.0,1,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
malay,female,fat,57,no,no_kids,small,red,traditional,green,long sleeve,blue,long,clothes,W6,D9,no,11,2,11.0,1,Kuala Lumpur,Passing clouds,29,75,Normal Day,0,First
indian,female,moderate,57,yes,baby,small,yellow,casual,blue,short_sleeve,grey,long,blankets,W5,D7,yes,32,5,12.0,1,Kuala Lumpur,Passing clouds,29,75,Normal Day,0,First
malay,male,moderate,24,yes,young,small,purple,traditional,black,long sleeve,black,short,clothes,W3,D7,no,58,3,20.0,3,Petaling,Passing clouds,29,75,Normal Day,1,Second
chinese,male,fat,35,yes,toddler,small,green,formal,white,short_sleeve,black,short,clothes,W5,D9,yes,49,5,9.0,3,Ampang,Passing clouds,29,75,Normal Day,1,Second
indian,female,fat,41,yes,toddler,big,purple,formal,brown,long sleeve,blue,short,clothes,W3,D10,no,14,2,20.0,2,Petaling,Passing clouds,29,75,Normal Day,0,First
malay,female,thin,48,yes,baby,big,yellow,casual,brown,long sleeve,orange,short,blankets,W4,D9,yes,41,4,14.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
indian,female,fat,54,no,no_kids,small,pink,traditional,green,short_sleeve,purple,short,blankets,W6,D10,no,60,3,17.0,2,Shah Alam,Passing clouds,29,75,Normal Day,1,Second
indian,male,thin,29,yes,baby,big,blue,formal,blue,short_sleeve,white,long,blankets,W3,D7,no,53,3,12.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
malay,female,thin,22,no,no_kids,small,black,formal,pink,short_sleeve,green,long,clothes,W6,D10,no,39,2,11.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,2,Third
chinese,male,thin,47,no,no_kids,big,blue,traditional,purple,short_sleeve,orange,long,clothes,W3,D8,no,43,3,9.0,3,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
foreigner,male,thin,42,yes,young,big,red,traditional,grey,long sleeve,yellow,long,blankets,W4,D7,yes,36,1,7.0,3,Ampang,Partly cloudy,29,75,Normal Day,0,First
indian,female,moderate,41,yes,toddler,small,blue,traditional,red,long_sleeve,yellow,short,clothes,W4,D7,yes,20,3,19.0,3,Kuala Lumpur,Partly cloudy,29,75,Normal Day,0,First
foreigner,male,moderate,27,yes,young,big,green,formal,yellow,short_sleeve,black,short,blankets,W4,D7,no,28,0,14.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,2,Third
malay,female,thin,45,yes,baby,small,yellow,casual,yellow,short_sleeve,blue,long,blankets,W6,D7,no,33,2,12.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,0,First
malay,female,fat,37,yes,baby,small,blue,casual,brown,short_sleeve,grey,long,blankets,W4,D7,yes,14,5,7.0,1,Petaling,Partly cloudy,29,75,Normal Day,2,Third
chinese,male,fat,31,yes,young,small,orange,traditional,white,short_sleeve,yellow,short,clothes,W6,D9,no,51,5,19.0,3,Petaling Jaya,Partly cloudy,29,75,Normal Day,1,Second
malay,female,fat,51,yes,young,small,white,casual,black,short_sleeve,blue,short,blankets,W4,D9,no,60,5,16.0,1,Ampang,Partly cloudy,29,75,Normal Day,1,Second
malay,female,moderate,29,yes,baby,big,blue,traditional,white,long_sleeve,brown,short,clothes,W5,D9,yes,11,1,19.0,1,Petaling,Partly cloudy,29,75,Normal Day,2,Third
malay,female,fat,46,yes,toddler,big,white,traditional,green,long sleeve,red,long,blankets,W3,D9,yes,25,4,11.0,3,Petaling Jaya,Partly cloudy,29,75,Normal Day,0,First
indian,female,moderate,45,yes,baby,big,yellow,formal,green,long sleeve,orange,short,clothes,W3,D10,no,48,2,21.0,3,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
indian,female,moderate,18,yes,young,big,white,formal,blue,long sleeve,blue,long,clothes,W6,D7,no,52,2,10.0,3,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
foreigner,female,moderate,50,no,no_kids,big,red,formal,yellow,short_sleeve,purple,short,blankets,W4,D10,no,52,4,21.0,3,Petaling Jaya,Partly cloudy,29,75,Normal Day,1,Second
indian,male,moderate,53,yes,toddler,big,white,formal,white,short_sleeve,white,long,blankets,W3,D7,no,50,2,17.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
foreigner,female,moderate,53,yes,young,big,grey,formal,white,long sleeve,black,long,blankets,W6,D8,no,18,3,21.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,0,First
malay,female,thin,51,yes,toddler,small,orange,formal,brown,short_sleeve,red,long,blankets,W5,D10,no,49,1,10.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
indian,male,fat,23,yes,toddler,big,orange,traditional,red,long sleeve,red,long,clothes,W3,D8,yes,57,4,7.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
foreigner,male,moderate,46,no,no_kids,big,yellow,casual,grey,short_sleeve,red,short,blankets,W4,D9,no,36,3,17.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,0,First
foreigner,female,moderate,53,no,no_kids,big,yellow,traditional,black,long sleeve,black,long,blankets,W4,D9,yes,19,5,11.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,0,First
chinese,female,thin,40,yes,toddler,big,grey,traditional,yellow,long sleeve,black,long,clothes,W6,D9,yes,60,4,11.0,3,Ampang,Partly cloudy,29,75,Normal Day,1,Second
indian,female,moderate,47,yes,baby,big,green,formal,white,long sleeve,purple,short,blankets,W5,D8,no,36,5,9.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,0,First
indian,female,thin,47,no,no_kids,big,purple,formal,blue,short_sleeve,green,long,clothes,W6,D7,yes,57,4,20.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
foreigner,female,fat,59,yes,young,big,blue,formal,black,short_sleeve,orange,short,blankets,W4,D10,no,50,5,16.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
indian,female,fat,27,yes,toddler,big,black,traditional,yellow,short_sleeve,orange,long,clothes,W4,D8,yes,36,1,7.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,2,Third
indian,male,moderate,36,yes,toddler,big,blue,casual,green,short_sleeve,black,short,blankets,W4,D9,no,51,1,12.0,2,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
foreigner,male,fat,22,no,no_kids,big,green,formal,purple,short_sleeve,orange,long,clothes,W4,D9,no,36,0,11.0,3,Kuala Lumpur,Partly cloudy,29,75,Normal Day,2,Third
malay,female,moderate,46,no,no_kids,small,grey,formal,red,short_sleeve,purple,long,blankets,W3,D10,no,31,5,15.0,1,Petaling,Partly cloudy,29,75,Normal Day,0,First
foreigner,male,fat,37,yes,toddler,small,yellow,traditional,blue,long sleeve,blue,short,clothes,W3,D8,yes,13,1,17.0,1,Kuala Lumpur,Partly cloudy,29,75,Normal Day,2,Third
indian,female,fat,22,yes,toddler,small,black,formal,white,long_sleeve,blue,long,blankets,W4,D10,no,46,5,7.0,3,Ampang,Partly cloudy,29,75,Normal Day,1,Second
indian,female,thin,30,yes,toddler,small,red,casual,white,long sleeve,black,short,clothes,W3,D8,yes,49,0,17.0,3,Kuala Lumpur,Partly cloudy,29,75,Normal Day,1,Second
malay,female,moderate,45,yes,toddler,small,brown,traditional,orange,long sleeve,grey,short,blankets,W6,D8,yes,58,0,8.0,3,Petaling,Partly cloudy,29,75,Normal Day,1,Second
malay,female,thin,28,yes,young,small,grey,traditional,orange,short_sleeve,red,long,clothes,W6,D9,no,40,3,18.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
chinese,female,thin,40,no,no_kids,big,white,formal,white,long sleeve,blue,long,blankets,W5,D8,yes,15,0,14.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
foreigner,male,moderate,47,yes,baby,small,blue,traditional,brown,short_sleeve,orange,short,clothes,W4,D9,yes,38,2,7.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
indian,female,moderate,21,yes,toddler,small,yellow,casual,orange,short_sleeve,pink,short,clothes,W3,D7,yes,50,4,8.0,1,Petaling,Partly cloudy,28,76,Normal Day,1,Second
foreigner,male,thin,29,yes,baby,small,blue,casual,white,short_sleeve,purple,short,clothes,W6,D8,no,23,2,21.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
chinese,male,moderate,30,no,no_kids,big,blue,formal,black,short_sleeve,purple,long,clothes,W3,D9,yes,24,1,15.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
malay,female,thin,42,yes,young,small,green,casual,brown,long sleeve,black,long,blankets,W6,D7,yes,38,1,11.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
chinese,female,fat,46,yes,toddler,small,red,formal,white,long sleeve,brown,long,clothes,W4,D9,no,53,1,18.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
chinese,male,thin,57,yes,baby,small,green,traditional,brown,short_sleeve,blue,long,clothes,W6,D8,no,22,0,17.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
foreigner,female,moderate,41,yes,toddler,big,black,formal,pink,short_sleeve,white,short,blankets,W6,D8,yes,60,0,18.0,3,Shah Alam,Partly cloudy,28,76,Normal Day,1,Second
indian,female,fat,19,yes,young,small,green,formal,yellow,short_sleeve,white,long,clothes,W5,D9,yes,53,2,12.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
foreigner,male,thin,52,yes,toddler,small,black,formal,pink,long sleeve,yellow,long,blankets,W4,D10,yes,49,4,14.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
malay,male,thin,25,yes,young,small,white,traditional,blue,long sleeve,yellow,long,clothes,W4,D9,no,28,2,7.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
chinese,female,thin,29,yes,baby,small,grey,formal,orange,short_sleeve,brown,long,clothes,W5,D10,yes,60,5,18.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
foreigner,male,moderate,21,yes,baby,big,yellow,casual,blue,short_sleeve,blue,long,blankets,W3,D7,no,53,3,7.0,1,Petaling,Partly cloudy,28,76,Normal Day,1,Second
foreigner,female,thin,47,yes,toddler,small,orange,casual,orange,short_sleeve,purple,long,clothes,W5,D10,no,33,5,17.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
chinese,male,moderate,47,yes,toddler,big,green,formal,red,long sleeve,orange,long,blankets,W5,D7,no,55,4,8.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
foreigner,female,moderate,58,yes,baby,big,grey,casual,red,long sleeve,black,short,blankets,W5,D10,no,60,3,15.0,3,Petaling,Partly cloudy,28,76,Normal Day,1,Second
chinese,male,fat,20,yes,baby,small,black,casual,black,long sleeve,black,short,clothes,W3,D8,yes,20,5,16.0,2,Petaling Jaya,Partly cloudy,28,76,Normal Day,2,Third
chinese,male,moderate,37,yes,toddler,big,pink,traditional,black,short_sleeve,pink,long,clothes,W4,D8,yes,43,5,9.0,2,Shah Alam,Partly cloudy,28,76,Normal Day,1,Second
indian,male,moderate,42,yes,toddler,small,pink,traditional,black,short_sleeve,white,long,clothes,W5,D8,no,53,0,16.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
malay,male,moderate,36,yes,young,small,pink,formal,red,long sleeve,red,long,clothes,W4,D7,no,44,0,13.0,3,Petaling,Partly cloudy,28,76,Normal Day,1,Second
foreigner,female,thin,55,yes,toddler,small,grey,traditional,yellow,long sleeve,green,short,blankets,W4,D8,no,38,1,11.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
malay,female,thin,23,yes,young,small,blue,traditional,white,short_sleeve,blue,short,clothes,W6,D9,yes,49,0,9.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
indian,female,fat,41,yes,young,small,brown,traditional,white,short_sleeve,brown,short,blankets,W3,D10,no,20,4,17.0,2,Petaling,Partly cloudy,28,76,Normal Day,0,First
foreigner,male,fat,32,yes,toddler,small,yellow,formal,grey,long sleeve,orange,short,clothes,W3,D8,yes,15,2,11.0,1,Petaling Jaya,Partly cloudy,28,76,Normal Day,2,Third
foreigner,male,moderate,30,yes,young,big,orange,traditional,yellow,short_sleeve,brown,short,clothes,W5,D8,yes,39,1,21.0,2,Petaling Jaya,Partly cloudy,28,76,Normal Day,2,Third
indian,male,thin,38,no,no_kids,small,orange,formal,yellow,long sleeve,blue,long,clothes,W4,D8,yes,36,1,20.0,3,Petaling Jaya,Partly cloudy,28,76,Normal Day,2,Third
indian,male,thin,60,yes,toddler,big,green,casual,orange,long sleeve,yellow,long,blankets,W4,D9,yes,38,2,17.0,1,Petaling Jaya,Partly cloudy,28,76,Normal Day,0,First
indian,female,thin,45,no,no_kids,small,orange,casual,blue,short_sleeve,pink,short,clothes,W5,D7,yes,36,3,7.0,1,Petaling Jaya,Partly cloudy,28,76,Normal Day,0,First
foreigner,male,fat,44,no,no_kids,small,orange,casual,blue,short_sleeve,yellow,short,clothes,W6,D9,yes,23,3,19.0,3,Petaling Jaya,Partly cloudy,28,76,Normal Day,0,First
malay,female,moderate,32,yes,young,big,orange,casual,black,short_sleeve,brown,short,blankets,W6,D7,no,16,0,7.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
chinese,female,moderate,24,yes,baby,small,purple,casual,pink,short_sleeve,grey,short,blankets,W6,D8,no,40,0,10.0,1,Ampang,Partly cloudy,28,76,Normal Day,2,Third
indian,male,moderate,33,no,no_kids,small,orange,traditional,blue,short_sleeve,red,short,blankets,W3,D10,yes,21,0,15.0,2,Shah Alam,Partly cloudy,28,76,Normal Day,2,Third
indian,male,moderate,40,yes,toddler,big,blue,traditional,white,long sleeve,grey,long,clothes,W3,D7,yes,52,1,13.0,3,Petaling Jaya,Partly cloudy,28,76,Normal Day,1,Second
indian,female,moderate,19,no,no_kids,big,red,formal,orange,long sleeve,black,long,clothes,W6,D9,no,36,2,14.0,1,Petaling Jaya,Partly cloudy,28,76,Normal Day,2,Third
indian,female,thin,56,no,no_kids,small,pink,casual,blue,long sleeve,black,long,blankets,W5,D8,yes,23,0,19.0,1,Petaling Jaya,Partly cloudy,28,76,Normal Day,0,First
indian,female,thin,39,yes,toddler,small,black,casual,yellow,short_sleeve,blue,long,clothes,W3,D7,no,48,4,16.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
indian,female,moderate,58,yes,baby,big,orange,formal,black,short_sleeve,blue,short,blankets,W5,D7,no,34,5,12.0,2,Petaling Jaya,Partly cloudy,28,76,Normal Day,0,First
chinese,male,fat,23,yes,young,big,yellow,traditional,yellow,short_sleeve,purple,short,blankets,W6,D8,yes,14,3,20.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
indian,female,thin,18,yes,baby,big,black,traditional,blue,short_sleeve,blue,long,blankets,W6,D10,no,26,2,7.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
chinese,male,moderate,18,yes,young,small,pink,traditional,grey,short_sleeve,orange,short,clothes,W3,D9,no,17,0,21.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
indian,female,moderate,35,no,no_kids,big,yellow,casual,purple,short_sleeve,white,long,blankets,W3,D8,no,31,0,16.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
foreigner,female,fat,31,yes,toddler,big,pink,formal,white,long sleeve,orange,short,clothes,W3,D10,yes,12,3,18.0,1,Ampang,Partly cloudy,28,76,Normal Day,2,Third
foreigner,female,moderate,27,yes,toddler,big,grey,traditional,yellow,long sleeve,brown,long,blankets,W4,D8,yes,38,1,17.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
foreigner,male,moderate,50,yes,baby,big,green,traditional,yellow,short_sleeve,blue,short,clothes,W3,D7,yes,46,4,11.0,1,Shah Alam,Partly cloudy,28,76,Normal Day,1,Second
foreigner,female,moderate,23,yes,toddler,big,red,formal,blue,long sleeve,grey,short,clothes,W4,D8,yes,46,1,11.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
foreigner,female,moderate,44,yes,toddler,small,red,casual,red,long sleeve,pink,short,clothes,W4,D9,no,35,0,13.0,2,Ampang,Partly cloudy,28,76,Normal Day,0,First
foreigner,female,moderate,22,no,no_kids,big,blue,formal,purple,short_sleeve,white,short,blankets,W6,D10,yes,56,1,13.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
foreigner,female,thin,60,no,no_kids,big,white,formal,brown,short_sleeve,blue,long,blankets,W6,D10,no,15,1,11.0,2,Petaling Jaya,Partly cloudy,28,76,Normal Day,0,First
malay,female,fat,23,yes,toddler,big,black,formal,white,long sleeve,brown,short,blankets,W3,D7,yes,35,2,9.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
malay,female,fat,42,yes,baby,small,purple,casual,black,short_sleeve,blue,long,clothes,W5,D8,no,48,2,10.0,1,Shah Alam,Partly cloudy,28,76,Normal Day,1,Second
malay,female,moderate,42,yes,toddler,small,grey,traditional,black,long sleeve,blue,short,clothes,W3,D9,yes,25,1,10.0,3,Shah Alam,Partly cloudy,28,76,Normal Day,0,First
malay,female,moderate,57,yes,young,small,black,formal,yellow,long sleeve,green,long,blankets,W5,D10,yes,17,2,19.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
indian,female,fat,33,yes,baby,small,brown,formal,brown,long sleeve,brown,short,clothes,W4,D10,no,44,5,9.0,2,Petaling,Partly cloudy,28,76,Normal Day,1,Second
indian,male,thin,51,yes,toddler,small,yellow,casual,red,long sleeve,grey,long,blankets,W3,D7,no,54,3,11.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
malay,female,fat,40,yes,baby,big,purple,formal,black,short_sleeve,blue,long,clothes,W4,D7,yes,58,2,15.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
indian,female,thin,53,yes,toddler,small,blue,casual,yellow,short_sleeve,green,long,blankets,W6,D9,yes,29,2,17.0,2,Shah Alam,Partly cloudy,28,76,Normal Day,0,First
indian,female,thin,38,yes,toddler,big,black,traditional,orange,long_sleeve,blue,long,blankets,W3,D9,no,49,2,17.0,1,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
indian,male,thin,47,yes,baby,small,red,traditional,red,short_sleeve,purple,short,blankets,W5,D10,yes,46,5,17.0,1,Petaling Jaya,Partly cloudy,28,76,Normal Day,1,Second
chinese,female,thin,37,no,no_kids,big,blue,casual,brown,short_sleeve,blue,short,clothes,W5,D7,no,54,4,18.0,2,Petaling,Partly cloudy,28,76,Normal Day,1,Second
malay,female,fat,46,yes,baby,small,grey,traditional,purple,long sleeve,pink,long,blankets,W3,D8,yes,49,5,16.0,3,Petaling Jaya,Partly cloudy,28,76,Normal Day,1,Second
malay,male,thin,48,yes,young,big,grey,formal,orange,long sleeve,pink,long,clothes,W3,D10,no,35,1,7.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,0,First
indian,female,thin,33,no,no_kids,big,black,formal,purple,short_sleeve,orange,long,clothes,W5,D10,yes,11,2,11.0,2,Kuala Lumpur,Partly cloudy,28,76,Normal Day,2,Third
malay,male,fat,56,yes,toddler,big,orange,formal,pink,short_sleeve,black,long,clothes,W5,D10,no,53,3,8.0,3,Kuala Lumpur,Partly cloudy,28,76,Normal Day,1,Second
malay,female,thin,57,yes,young,small,grey,casual,grey,short_sleeve,red,long,blankets,W4,D10,yes,45,5,18.0,2,Petaling,Partly cloudy,28,76,Normal Day,1,Second
